~iteration~,metric_loss,total_loss,classifier_loss
0,0.09854210168123245,0.09854210168123245,0.0
9,0.09843272715806961,0.09843272715806961,0.0
18,0.09683258086442947,0.09683258086442947,0.0
27,0.08649791777133942,0.08649791777133942,0.0
36,0.08483247458934784,0.08483247458934784,0.0
45,0.08451900631189346,0.08451900631189346,0.0
54,0.0965215414762497,0.0965215414762497,0.0
63,0.08137538284063339,0.08137538284063339,0.0
72,0.08392517268657684,0.08392517268657684,0.0
81,0.08236878365278244,0.08236878365278244,0.0
90,0.08435944467782974,0.08435944467782974,0.0
99,0.07803868502378464,0.07803868502378464,0.0
108,0.0889601856470108,0.0889601856470108,0.0
117,0.08937610685825348,0.08937610685825348,0.0
126,0.10971187055110931,0.10971187055110931,0.0
135,0.10085663199424744,0.10085663199424744,0.0
144,0.07685214281082153,0.07685214281082153,0.0
153,0.09256637841463089,0.09256637841463089,0.0
162,0.09987939894199371,0.09987939894199371,0.0
171,0.08527514338493347,0.08527514338493347,0.0
180,0.0802374929189682,0.0802374929189682,0.0
189,0.11613105237483978,0.11613105237483978,0.0
198,0.10685582458972931,0.10685582458972931,0.0
207,0.10748042166233063,0.10748042166233063,0.0
216,0.11012700945138931,0.11012700945138931,0.0
225,0.11017800122499466,0.11017800122499466,0.0
234,0.10439537465572357,0.10439537465572357,0.0
243,0.06748883426189423,0.06748883426189423,0.0
252,0.08965735137462616,0.08965735137462616,0.0
261,0.07833793014287949,0.07833793014287949,0.0
270,0.07474438101053238,0.07474438101053238,0.0
279,0.10241487622261047,0.10241487622261047,0.0
288,0.05822128802537918,0.05822128802537918,0.0
297,0.12939941883087158,0.12939941883087158,0.0
306,0.10059795528650284,0.10059795528650284,0.0
315,0.08053751289844513,0.08053751289844513,0.0
324,0.06591470539569855,0.06591470539569855,0.0
333,0.09340540319681168,0.09340540319681168,0.0
342,0.10699335485696793,0.10699335485696793,0.0
351,0.12286974489688873,0.12286974489688873,0.0
360,0.08399305492639542,0.08399305492639542,0.0
369,0.07842971384525299,0.07842971384525299,0.0
378,0.11695580184459686,0.11695580184459686,0.0
387,0.10552876442670822,0.10552876442670822,0.0
396,0.1321132928133011,0.1321132928133011,0.0
405,0.06987568736076355,0.06987568736076355,0.0
414,0.07310570031404495,0.07310570031404495,0.0
423,0.10044731199741364,0.10044731199741364,0.0
432,0.1352471113204956,0.1352471113204956,0.0
441,0.06774909049272537,0.06774909049272537,0.0
450,0.11644836515188217,0.11644836515188217,0.0
459,0.06950341910123825,0.06950341910123825,0.0
468,0.0814962312579155,0.0814962312579155,0.0
477,0.08240382373332977,0.08240382373332977,0.0
486,0.07755488902330399,0.07755488902330399,0.0
495,0.07511400431394577,0.07511400431394577,0.0
504,0.07517705857753754,0.07517705857753754,0.0
513,0.0845787450671196,0.0845787450671196,0.0
522,0.11611789464950562,0.11611789464950562,0.0
531,0.06786905974149704,0.06786905974149704,0.0
540,0.09691856801509857,0.09691856801509857,0.0
549,0.1333402842283249,0.1333402842283249,0.0
558,0.08731547743082047,0.08731547743082047,0.0
567,0.07331375032663345,0.07331375032663345,0.0
576,0.09176630526781082,0.09176630526781082,0.0
585,0.06599422544240952,0.06599422544240952,0.0
594,0.12080315500497818,0.12080315500497818,0.0
603,0.06501824408769608,0.06501824408769608,0.0
612,0.09682712703943253,0.09682712703943253,0.0
621,0.103243388235569,0.103243388235569,0.0
630,0.09573448449373245,0.09573448449373245,0.0
639,0.08759032189846039,0.08759032189846039,0.0
648,0.05241153761744499,0.05241153761744499,0.0
657,0.12422995269298553,0.12422995269298553,0.0
666,0.05348152294754982,0.05348152294754982,0.0
675,0.12286373972892761,0.12286373972892761,0.0
684,0.09013828635215759,0.09013828635215759,0.0
693,0.17456230521202087,0.17456230521202087,0.0
702,0.1698751598596573,0.1698751598596573,0.0
711,0.11834904551506042,0.11834904551506042,0.0
720,0.09262919425964355,0.09262919425964355,0.0
729,0.06025272235274315,0.06025272235274315,0.0
738,0.054638974368572235,0.054638974368572235,0.0
747,0.15953680872917175,0.15953680872917175,0.0
756,0.060076016932725906,0.060076016932725906,0.0
765,0.10504777729511261,0.10504777729511261,0.0
774,0.04936036840081215,0.04936036840081215,0.0
783,0.07239443808794022,0.07239443808794022,0.0
792,0.0791100412607193,0.0791100412607193,0.0
801,0.12368848919868469,0.12368848919868469,0.0
810,0.07922396063804626,0.07922396063804626,0.0
819,0.152797669172287,0.152797669172287,0.0
828,0.11614692211151123,0.11614692211151123,0.0
837,0.11417373269796371,0.11417373269796371,0.0
846,0.07727202028036118,0.07727202028036118,0.0
855,0.20482134819030762,0.20482134819030762,0.0
864,0.271714448928833,0.271714448928833,0.0
873,0.06022777035832405,0.06022777035832405,0.0
882,0.19139716029167175,0.19139716029167175,0.0
891,0.03851558268070221,0.03851558268070221,0.0
900,0.08799039572477341,0.08799039572477341,0.0
909,0.2024204283952713,0.2024204283952713,0.0
918,0.0860162079334259,0.0860162079334259,0.0
927,0.04724813252687454,0.04724813252687454,0.0
936,0.07248397171497345,0.07248397171497345,0.0
945,0.08420980721712112,0.08420980721712112,0.0
954,0.12822739779949188,0.12822739779949188,0.0
963,0.1280137449502945,0.1280137449502945,0.0
972,0.12203962355852127,0.12203962355852127,0.0
981,0.03313984349370003,0.03313984349370003,0.0
990,0.04824944958090782,0.04824944958090782,0.0
999,0.09028788655996323,0.09028788655996323,0.0
1008,0.17731758952140808,0.17731758952140808,0.0
1017,0.02569686621427536,0.02569686621427536,0.0
1026,0.09711062163114548,0.09711062163114548,0.0
1035,0.09216976910829544,0.09216976910829544,0.0
1044,0.23836801946163177,0.23836801946163177,0.0
1053,0.059246208518743515,0.059246208518743515,0.0
1062,0.289961576461792,0.289961576461792,0.0
1071,0.06969009339809418,0.06969009339809418,0.0
1080,0.10941498726606369,0.10941498726606369,0.0
1089,0.23066595196723938,0.23066595196723938,0.0
1098,0.04431234300136566,0.04431234300136566,0.0
1107,0.04838141053915024,0.04838141053915024,0.0
1116,0.13318608701229095,0.13318608701229095,0.0
1125,0.09365104883909225,0.09365104883909225,0.0
1134,0.05880039185285568,0.05880039185285568,0.0
1143,0.17766600847244263,0.17766600847244263,0.0
1152,0.026778005063533783,0.026778005063533783,0.0
1161,0.4164191782474518,0.4164191782474518,0.0
1170,0.3752250075340271,0.3752250075340271,0.0
1179,0.07071347534656525,0.07071347534656525,0.0
1188,0.025823451578617096,0.025823451578617096,0.0
1197,0.030964970588684082,0.030964970588684082,0.0
1206,0.01909542828798294,0.01909542828798294,0.0
1215,0.04191805422306061,0.04191805422306061,0.0
1224,0.0,0.0,0.0
1233,0.0,0.0,0.0
1242,0.0,0.0,0.0
1251,0.09073995798826218,0.09073995798826218,0.0
1260,0.0650392472743988,0.0650392472743988,0.0
1269,0.0,0.0,0.0
1278,0.20737013220787048,0.20737013220787048,0.0
1287,0.04821304231882095,0.04821304231882095,0.0
1296,0.0,0.0,0.0
1305,0.3485870957374573,0.3485870957374573,0.0
1314,0.0,0.0,0.0
1323,0.0,0.0,0.0
1332,0.0,0.0,0.0
1341,0.01201406866312027,0.01201406866312027,0.0
1350,0.0,0.0,0.0
1359,0.020333804190158844,0.020333804190158844,0.0
1368,0.18184684216976166,0.18184684216976166,0.0
1377,0.0,0.0,0.0
1386,0.0,0.0,0.0
1395,0.45683035254478455,0.45683035254478455,0.0
1404,0.38436201214790344,0.38436201214790344,0.0
1413,0.4752148687839508,0.4752148687839508,0.0
1422,0.479885458946228,0.479885458946228,0.0
1431,0.04013606905937195,0.04013606905937195,0.0
1440,0.0,0.0,0.0
1449,0.0,0.0,0.0
1458,0.0,0.0,0.0
1467,0.0,0.0,0.0
1476,0.0,0.0,0.0
1485,0.0,0.0,0.0
1494,0.049909427762031555,0.049909427762031555,0.0
1503,0.0,0.0,0.0
1512,0.05658309534192085,0.05658309534192085,0.0
1521,0.07616492360830307,0.07616492360830307,0.0
1530,0.0,0.0,0.0
1539,0.0,0.0,0.0
1548,0.0,0.0,0.0
1557,0.06448393315076828,0.06448393315076828,0.0
1566,0.0,0.0,0.0
1575,0.0,0.0,0.0
1584,0.0,0.0,0.0
1593,0.0,0.0,0.0
1602,0.0,0.0,0.0
1611,0.0,0.0,0.0
1620,0.0,0.0,0.0
1629,0.0,0.0,0.0
1638,0.01837024837732315,0.01837024837732315,0.0
1647,0.0,0.0,0.0
1656,0.0,0.0,0.0
1665,0.014756746590137482,0.014756746590137482,0.0
1674,0.0,0.0,0.0
1683,0.0,0.0,0.0
1692,0.0,0.0,0.0
1701,0.0,0.0,0.0
1710,0.0,0.0,0.0
1719,0.0,0.0,0.0
1728,0.0,0.0,0.0
1737,0.0,0.0,0.0
1746,0.0,0.0,0.0
1755,0.0,0.0,0.0
1764,0.0,0.0,0.0
1773,0.0,0.0,0.0
1782,0.0,0.0,0.0
1791,0.0,0.0,0.0
1800,0.0,0.0,0.0
1809,0.0,0.0,0.0
1818,0.03190017491579056,0.03190017491579056,0.0
1827,0.0,0.0,0.0
1836,0.0,0.0,0.0
1845,0.0,0.0,0.0
1854,0.0,0.0,0.0
1863,0.0,0.0,0.0
1872,0.0,0.0,0.0
1881,0.0,0.0,0.0
1890,0.0,0.0,0.0
1899,0.0,0.0,0.0
1908,0.0,0.0,0.0
1917,0.007901228964328766,0.007901228964328766,0.0
1926,0.0,0.0,0.0
1935,0.0,0.0,0.0
1944,0.0,0.0,0.0
1953,0.0,0.0,0.0
1962,0.0,0.0,0.0
1971,0.0,0.0,0.0
1980,0.0,0.0,0.0
1989,0.0,0.0,0.0
1998,0.0,0.0,0.0
2007,0.0,0.0,0.0
2016,0.0,0.0,0.0
2025,0.0,0.0,0.0
2034,0.0,0.0,0.0
2043,0.0,0.0,0.0
2052,0.0,0.0,0.0
2061,0.0,0.0,0.0
2070,0.0,0.0,0.0
2079,0.0,0.0,0.0
2088,0.0,0.0,0.0
2097,0.0,0.0,0.0
2106,0.0,0.0,0.0
2115,0.0,0.0,0.0
2124,0.0,0.0,0.0
2133,0.0,0.0,0.0
2142,0.0,0.0,0.0
2151,0.0,0.0,0.0
2160,0.0,0.0,0.0
2169,0.0,0.0,0.0
2178,0.0,0.0,0.0
2187,0.0,0.0,0.0
2196,0.0,0.0,0.0
2205,0.0,0.0,0.0
2214,0.0,0.0,0.0
2223,0.0,0.0,0.0
2232,0.0,0.0,0.0
2241,0.0,0.0,0.0
2250,0.0,0.0,0.0
2259,0.0,0.0,0.0
2268,0.0,0.0,0.0
2277,0.0,0.0,0.0
2286,0.0,0.0,0.0
2295,0.0,0.0,0.0
2304,0.0,0.0,0.0
2313,0.0,0.0,0.0
2322,0.0,0.0,0.0
2331,0.0,0.0,0.0
2340,0.0,0.0,0.0
2349,0.0,0.0,0.0
2358,0.0,0.0,0.0
2367,0.0,0.0,0.0
2376,0.0,0.0,0.0
2385,0.0,0.0,0.0
2394,0.0,0.0,0.0
2403,0.0,0.0,0.0
2412,0.0,0.0,0.0
2421,0.0,0.0,0.0
2430,0.0,0.0,0.0
2439,0.0,0.0,0.0
2448,0.0,0.0,0.0
2457,0.0,0.0,0.0
2466,0.0,0.0,0.0
2475,0.0,0.0,0.0
2484,0.0,0.0,0.0
2493,0.0,0.0,0.0
2502,0.0,0.0,0.0
2511,0.0,0.0,0.0
2520,0.0,0.0,0.0
2529,0.0,0.0,0.0
2538,0.0,0.0,0.0
2547,0.0,0.0,0.0
2556,0.0,0.0,0.0
2565,0.0,0.0,0.0
2574,0.0,0.0,0.0
2583,0.0,0.0,0.0
2592,0.0,0.0,0.0
2601,0.0,0.0,0.0
2610,0.0,0.0,0.0
2619,0.0,0.0,0.0
2628,0.0,0.0,0.0
2637,0.0,0.0,0.0
2646,0.0,0.0,0.0
2655,0.0,0.0,0.0
2664,0.0,0.0,0.0
2673,0.0,0.0,0.0
2682,0.0,0.0,0.0
2691,0.0,0.0,0.0
2700,0.0,0.0,0.0
2709,0.0,0.0,0.0
2718,0.0,0.0,0.0
2727,0.0,0.0,0.0
2736,0.0,0.0,0.0
2745,0.0,0.0,0.0
2754,0.0,0.0,0.0
2763,0.0,0.0,0.0
2772,0.0,0.0,0.0
2781,0.0,0.0,0.0
2790,0.0,0.0,0.0
2799,0.0,0.0,0.0
2808,0.0,0.0,0.0
2817,0.0,0.0,0.0
2826,0.0,0.0,0.0
2835,0.0,0.0,0.0
2844,0.0,0.0,0.0
2853,0.0,0.0,0.0
2862,0.0,0.0,0.0
2871,0.0,0.0,0.0
2880,0.0,0.0,0.0
2889,0.0,0.0,0.0
2898,0.0,0.0,0.0
2907,0.0,0.0,0.0
2916,0.0,0.0,0.0
2925,0.0,0.0,0.0
2934,0.0,0.0,0.0
2943,0.0,0.0,0.0
2952,0.0,0.0,0.0
2961,0.0,0.0,0.0
2970,0.0,0.0,0.0
2979,0.0,0.0,0.0
2988,0.0,0.0,0.0
2997,0.0,0.0,0.0
3006,0.0,0.0,0.0
3015,0.0,0.0,0.0
3024,0.0,0.0,0.0
3033,0.0,0.0,0.0
3042,0.0,0.0,0.0
3051,0.0,0.0,0.0
3060,0.0,0.0,0.0
3069,0.0,0.0,0.0
3078,0.0,0.0,0.0
3087,0.0,0.0,0.0
3096,0.0,0.0,0.0
3105,0.0,0.0,0.0
3114,0.0,0.0,0.0
3123,0.0,0.0,0.0
3132,0.0,0.0,0.0
3141,0.0,0.0,0.0
3150,0.0,0.0,0.0
3159,0.0,0.0,0.0
3168,0.0,0.0,0.0
3177,0.0,0.0,0.0
3186,0.0,0.0,0.0
3195,0.0,0.0,0.0
3204,0.0,0.0,0.0
3213,0.0,0.0,0.0
3222,0.0,0.0,0.0
3231,0.0,0.0,0.0
3240,0.0,0.0,0.0
3249,0.0,0.0,0.0
3258,0.0,0.0,0.0
3267,0.0,0.0,0.0
3276,0.0,0.0,0.0
3285,0.0,0.0,0.0
3294,0.0,0.0,0.0
3303,0.0,0.0,0.0
3312,0.0,0.0,0.0
3321,0.0,0.0,0.0
3330,0.0,0.0,0.0
3339,0.0,0.0,0.0
3348,0.0,0.0,0.0
3357,0.0,0.0,0.0
3366,0.0,0.0,0.0
3375,0.0,0.0,0.0
3384,0.0,0.0,0.0
3393,0.0,0.0,0.0
3402,0.0,0.0,0.0
3411,0.0,0.0,0.0
3420,0.0,0.0,0.0
3429,0.0,0.0,0.0
3438,0.0,0.0,0.0
3447,0.0,0.0,0.0
3456,0.0,0.0,0.0
3465,0.0,0.0,0.0
3474,0.0,0.0,0.0
3483,0.0,0.0,0.0
3492,0.0,0.0,0.0
3501,0.0,0.0,0.0
3510,0.0,0.0,0.0
3519,0.0,0.0,0.0
3528,0.0,0.0,0.0
3537,0.0,0.0,0.0
3546,0.0,0.0,0.0
3555,0.0,0.0,0.0
3564,0.0,0.0,0.0
3573,0.0,0.0,0.0
3582,0.0,0.0,0.0
3591,0.0,0.0,0.0
